latitude,longitude,altitude
5441.7283,2518.4308,-13.3
5441.734399999705,2518.4390999995985,-13.333347207509162
5441.740799999962,2518.4477999999494,-13.471626858670485
5441.747299999994,2518.4570999999805,-13.663488660896766
5441.753500000006,2518.4667999999883,-13.858648667064195
5441.7598999999955,2518.4762000000064,-14.057706473184647
5441.766599999992,2518.4856000000004,-14.24312705840819
5441.773100000005,2518.494500000012,-14.40294260261294
5441.779999999991,2518.5034000000014,-14.553063915446314
5441.787499999985,2518.51190000001,-14.689675424288216
5441.795299999991,2518.5191000000327,-14.78464885024603
5441.803699999985,2518.5258000000154,-14.874745255147786
5441.812399999991,2518.531700000021,-14.961419873569643
5441.821499999989,2518.5362000000364,-15.037172175479006
5441.831099999987,2518.5383000000625,-15.11078023437279
5441.840899999994,2518.539500000028,-15.173241788488305
5441.8509999999915,2518.54000000002,-15.186359013074037
5441.861499999989,2518.540000000014,-15.14729886543191
5441.876399999892,2518.5261000003406,-14.982481278802913
5441.886200000114,2518.5246999997294,-14.539412419065798
5441.896599999996,2518.5248999999335,-13.845057622157517
5441.9074999999875,2518.5248000000006,-12.889660334525368
5441.918399999999,2518.5251999999878,-11.692350531963259
5441.929499999995,2518.5255000000016,-10.254052835834024
5441.940699999997,2518.525899999998,-8.604039533271784
5441.9519,2518.5265999999924,-6.836630298033013
5441.9630000000025,2518.5268000000115,-5.04613650059895
5441.974299999995,2518.5277999999817,-3.259899342431642
5441.985200000009,2518.529199999988,-1.515146270990162
5441.995700000011,2518.530500000001,0.2582697179442246
5442.006599999991,2518.5321999999906,2.0116908801006845
5442.017499999999,2518.533700000004,3.7394365036394994
5442.02879999999,2518.536399999971,5.371957091931609
5442.040399999992,2518.540099999973,6.910877880324294
5442.052099999996,2518.542500000029,8.437745145685081
5442.0638,2518.5452999999934,9.911398098039909
5442.075400000002,2518.548099999999,11.254696121772398
5442.087,2518.5528999999515,12.462139929336793
5442.098500000003,2518.5577999999928,13.542533233869898
5442.11,2518.5631999999873,14.491660578113734
5442.121000000012,2518.568699999996,15.319244877008922
5442.1320000000005,2518.5743999999945,15.995644539262749
5442.1430999999975,2518.5778000000555,16.663341791320462
5442.154000000005,2518.5807000000177,17.33766284791547
5442.164800000002,2518.5830000000165,18.006692148124966
5442.175500000003,2518.58659999997,18.581143601750004
5442.18580000001,2518.590699999985,19.043088987921852
5442.196299999996,2518.59350000003,19.532191919270236
5442.2052000000385,2518.596999999986,19.957529958806024
5442.213800000011,2518.601099999984,20.377338615727712
5442.221800000016,2518.604400000018,20.741927164548798
5442.229400000011,2518.607899999997,21.056965958141618
5442.236300000018,2518.6113999999993,21.236873355643706
5442.242600000016,2518.611900000073,21.332054230690165
5442.250299999967,2518.6132999999854,21.63671226199498
5442.256200000041,2518.6162999999597,21.930939615765045
5442.262200000002,2518.6188000000084,22.269017078174084
5442.2682,2518.621399999998,22.675396082737954
5442.273600000015,2518.624199999995,23.185545075264237
5442.278500000014,2518.626900000002,23.78009987906174
5442.2826000000205,2518.629000000015,24.466553456418996
5442.286400000009,2518.629900000031,25.3555228562327
5442.288900000032,2518.630800000003,26.146420338589536
5442.29070000002,2518.631400000008,26.844860199731443
5442.291500000027,2518.6314000000157,27.44355610920772
5442.2918000000145,2518.631200000006,27.949175193770756
5442.291700000011,2518.6310999999982,28.36835948341323
5442.291400000006,2518.6310999999973,28.72067771553809
5442.291299999995,2518.631000000002,29.01165128590953
5442.291399999995,2518.6309,29.259647712510123
5442.291400000002,2518.630899999998,29.45591493507337
5442.2914,2518.6308999999997,29.605415177766588
5442.2914,2518.6309,29.71288711528218
5442.2914,2518.6309,29.78283196930263
5442.2914,2518.6309,29.819503617627475
5442.2914,2518.6309,29.82690227883906
5442.2914,2518.6309,29.808771356438758
5442.2914,2518.6309,29.768597050951524
5442.2914,2518.6309,29.709610374364466
5442.2914,2518.6309,29.634791227751204
5442.2914,2518.6309,29.546874229444978
5442.2914,2518.6309,29.44835600720535
5442.2914,2518.6309,29.341503693141846
5442.2914,2518.6309,29.22836438448018
