111111111111115111111111111111111121111111111111111111111111111111111111111111111, L
111111111111113111111111111111111121111111111111111121111111111111151111111111111, L
115111111111113111111111111111211121111111111111111121111111111111131111111111111, L
113111111111113111111111121111211121111111111111111121111151111111131111111111111, L
113521111111113111111111121111211121111111111111111121111131111111131111111111111, L
113321111111113111112111121111211121111111111111111121111131111111131111111111511, L
113325111111113111112111121111211121111111111111111121121131111111131111111111311, L
113323111111113121112111121111251121111111111111111121121131111111131111111111311, L
113323111111113121112112121111231121111111111111111121121131111111131151111111311, L
113323111111113121112112121111231121111112151111111121121131111111131131111111311, L
113323111111113121112112121111235121111122131111111121121131111111131131111111311, L
113323111111113121112112221111233121111122131111111121121131111151131131111111311, L
113323111111113121112112221111233121111122131111121121121531111131131131111111311, L
113323111112113121112112221111233121111122531111121121121331111131131131111111311, L
113323111112113121112112221111233125112122331111121121121331111131131131111111311, L
113323111112113122112112221111233123112122331111121521121331111131131131111111311, L
113323111112113122112112221111233123112122331111121321121331111132131131111151311, L
113323111112113122112112221111233123112122331111121321125331111132131132111131311, L
113323112112113122112112221111233123112122331151121321123331111132131132111131311, L
113323112112123122112112221111233123112522331131121321123331111132131132111131311, L
113323112112123122112112221511233123212322331131121321123331111132131132111131311, L
113323112212123122112112221311233123212322331135121321123331111132131132111131311, L
113323112212123122112112221351233123212322331133121321123331111132131232111131311, L
113323112212223122112112221331233123252322331133121321123331111132131232111131311, L
113323112212223122112112221331233123232322331133221321123331111132131232511131311, L
113323112252223122112212221331233123232322331133221321123331111132131232311131311, L
113323112232223122112212221331233123232322331133222321123331111132131232311131351, L
113323112232223122112222221331233123232322331133222321123331115132131232311131331, L
111511111111111111111111111111121111111111111111111111111111111111111111111111111, L
121311111111111111111115111111121111111111111111111111111111111111111111111111111, L
121311111111111111111113111111121111111111111111111115111111111111111112111111111, L
121311111111111115111113111111121111111111111111111113111111112111111112111111111, L
121311111111111113111113111111121111111111111111111213151111112111111112111111111, L
121311111111111113111213111111121111111111111111111213131111112511111112111111111, L
121311111111111113111213111111121111112111151111111213131111112311111112111111111, L
121311111111111113111213111111121111112111131111112213131111512311111112111111111, L
122311111111111153111213111111121111112111131111112213131111312311111112111111111, L
122311111115111133111213111111221111112111131111112213131111312311111112111111111, L
122315111113111133111213111111221121112111131111112213131111312311111112111111111, L
122313112113111533111213111111221121112111131111112213131111312311111112111111111, L
122313112113111333111213111111221121112111131211112213131111312315111112111111111, L
122313112113111333111213111111221121112111532211112213131111312313111112111111111, L
122313112113111333111213111111221121112111332221112213131151312313111112111111111, L
122313112113111333111223111111221121112111332221112213131131312313115112111111111, L
122313112113111333111223111111221121112111332221112223131131312313153112111111111, L
122313112113111333111223111111221121512211332221112223131131312313133112111111111, L
122313112113111333111223111111225121322211332221112223131131312313133112111111111, L
122313112113111333111223111151223121322211332221112223131131312313233112111111111, L
122313112113112333111223111131223521322211332221112223131131312313233112111111111, L
222313112113112333111223111135223321322211332221112223131131312313233112111111111, L
222313112113212333111223111533223321322211332221112223131131312313233112111111111, L
222313112113212333111223111333223321322211332221112223131131312313233112111151121, L
222313112113212333111223111333223321322211332221112223131131312313233112251131121, L
222313112113212333111223111333223321322211332221522223131131312313233112231131121, L
222313112113212333111223111333223321322251332221322223231131312313233112231131121, L
111111111111111111151111111111111111111111111111111111211111111111111111111111111, L
111111111111111111131111111111111111111111151111111111211111111111112111111111111, L
111111111111111111131111111111111511111112131111111111211111111111112111111111111, L
111111111121111111131111111111111311111112131111115111211111111111112111111111111, L
111111111121111111131111111111511311111112131111113111211111111111112121111111111, L
112111111121111111131111151111311311111112131111113111211111111111112121111111111, L
112111111121111111131111131111311311111112131111113111211111111111112121115211111, L
112111111121111111131111131111311311111112131111113115211111111111112122113211111, L
112111111121111111131111131111311311111112131111113113211115111111112122113211121, L
112111211121111111531111131111311311111112131111113113211113111111112122113211121, L
112111211121111111331111131111311311111112131111113113211113111115112122213211121, L
112111211121211111331111131511311311111112131111113113211113111113112122213211121, L
112111211121211111332111131311311311111112131111113113211113115113112122213211121, L
112111211121211121332111131311311311111112131111513113211113113113112122213211121, L
112111211121211121332111131311311311151112131111313113211113113213112122213211121, L
112111211121211121332111131311311311131112131111323113211513113213112122213211121, L
112111211122211125332111131311311311131112131111323113211313113213112122213211121, L
112111211122211123332111135312311311131112131111323113211313113213112122213211121, L
112111211122211123332111133312311311131112131111323113211313253213112122213211121, L
112111211122211123332121133312311311131112131111323113211353233213112122213211121, L
112112251122211123332121133312311311131112131111323113211333233213112122213211121, L
112112231122221123332121133312311311131152131111323113211333233213112122213211121, L
112112231122221123332121133312311311531132131111323113211333233213112222213211121, L
112112231122221123332121133312311311335132131121323113211333233213112222213211121, L
111111111111111111111111111111111111111112511111111111111111111111111111111111111, L
111111111111111111111111111111111111111112311121111111111115111111111111111111111, L
111111111111111111111111211111111111111112311121111111111113111111111111511111111, L
111111111111111111111111211111111111111112311121151111111113111121111111311111111, L
111111111111111111111111211111111111111112311521131111111113111121211111311111111, L
111111111111111111111111211111111111111112311321131151111113111122211111311111111, L
111111111111111111111111211111111111111112311321131131511113111122211111311211111, L
111111111111111111211111211111111111111112311321131131311113111122211111351211111, L
111111111111111111211111211111111111111112311321131131311113115122211111331212111, L
111111152111111111211111211111111111111112311321131131311113113122211111331212111, L
111121132111111111211115211111111111111112311321131131311113113122211111331212111, L
111121132111111111211113211111111111111112311321131135311113113122211112331212111, L
111121132111111111211113211111111111111112311321131133311113113522211112331212211, L
111121132111111111211113211111111151112112311321131133311113113322211112331212211, L
111221132511111111211113211111111131112112311321131133311113113322211112331212211, L
111225132311111111211113211121111131112112311321131133311113113322211112331212211, L
111223132311111111211113221121111131112112311321131133311513113322211112331212211, L
111223132312111111211113221121111531112112311321131133311313113322211112331212211, L
251223132312111111211113221121111331112112311321131133311313113322211112331212211, L
231223132312111111211123221121111331112112311321131133311353113322211112331212211, L
231223132312111111215223221121111331112112311321131133311333113322211112331212211, L
231223132312111111213223221121511331112112311321131133311333113322211122331212211, L
231223132322111111213223221121311331112112311321531133311333113322211122331212211, L
231223132322111111253223221121311331112112311321331133311333213322211122331212211, L
231223132322111151233223221121311332112112311321331133311333213322211122331212211, L
231223132322111131233223221121311332512212311321331133311333213322211122331212211, L
231223532322111131233223221122311332312212311321331133311333213322211122331212211, L
232223332322111131233223225122311332312212311321331133311333213322211122331212211, L
232223332322111131233223223122311332312212311321335133311333213322211122331212221, L
111111111111111111211111111111111111111111111111111111111111111111111111115111111, L
511111111111111111211111111111111111111111111111111111111111211111111111113111111, L
311111111111111111212111111111111111111111111111111111111111211111111511113111111, L
311111111111111151212111111112111111111111111111111111111111211111111311113111111, L
311111111111111131212111111112111111111111111111121111111111211111115311113111111, L
311111111111111131212111511112111112111111111111121111111111211111113311113111111, L
311111111111111131212111311112111112111111111111121111511111211111113311213111111, L
312111111111111531212111311112111112111111111111121111311111211111113311213111111, L
312111111111111331212151311122111112111111111111121111311111211111113311213111111, L
312111111111115331212131311122111112111111111111121111311121211111113311213111111, L
312111111111113331212131311122111112111111112111121151311121211111113311213111111, L
312111115111113331212131311122111112111111112111121131311122211111113311213111111, L
312111113111113331252131311222111112111111112111121131311122211111113311213111111, L
312111113111113331232131311222111112111111112111121131351122211111113311213211111, L
312111113111213331232131311222111112111111112111121531331122211111113311213211111, L
312111113111213331232131311222115112111111112111121331331122211121113311213211111, L
312111113111213331232131311222113112111111112111121332331122211121113351213211111, L
312111113111213331232131311222113112111152112111121332331122211121113331213211111, L
312111113111213331232135311222123112111132112111121332331122211121113331213211111, L
312111113111213331232133311222123112111132112111121332331122215121113331213211112, L
312111113111213331232133311222123112111132112111121332335122213122113331213211112, L
312111113111213331232133311222123112111132112111121332333122213122113332213251112, L
312111113111213331232133311222123112111132112111121332333122213122113332213232152, L
312111113111213331232133311222123112111132112111521332333122213122213332213232132, L
111111111111112111111111111111111111111111111111111511111111111111111111111111111, L
111111111111112111111111111115111111111111111111111311111111111211111111111111111, L
111111111111112111111111211113111111111111111111111311511111111211111111111111111, L
111111111112112111111111211113111511111111111111111311311111111211111111111111111, L
112111115112112111111111211113111311111111111111111311311111111211111111111111111, L
112111123112112111111151211113111311111111111111111311311111111211111111111111111, L
112111123112112111111131211113111351111111111111111311311111111211112111111111111, L
112111123112112111111231211113111331111111111111111311315111111211112111111111111, L
112111123112112111111231221113111331111111111111111311313111111211112111111115111, L
112111123112112111111231221113111331111111111511111311313111111211112211111113111, L
112111123112112111111231221113111331111111111311111351313111111212112211111113111, L
112111123112112111111231221113111331111111111311151331313111111212122211111113111, L
112111123112112111111231221113111331115111111311131331313111111212222211111113111, L
112111123112112111111231221113111331113111111311131332313111151212222211111113111, L
